name,total_hg19_counts,total_mm10_counts,unique_hg19_genes,unique_mm10_genes,hg19_unique_count_ratio,mm10_unique_count_ratio,hg19_multiplet,mm10_multiplet,hg19_mm10_multiplet,Multiplet,Multiplet_Type,Droplet_Contents
alignments.possorted.tagged_BC00186_N03,4283,7044,3854,6365,0.987378980276667,0.988559509859394,TRUE,FALSE,TRUE,TRUE,Human + Mouse,Human + Mouse
alignments.possorted.tagged_BC00187_N03,40,11105,37,9243,0.978865793138682,0.980297801478617,FALSE,TRUE,FALSE,TRUE,Mouse + Mouse,Mouse + Mouse
alignments.possorted.tagged_BC00188_N02,7211,67,6476,66,0.987898208918774,0.996423548942629,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC00189_N02,43,9622,43,8514,1,0.986661268576749,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC00190_N02,41,11767,39,9933,0.9865330685183,0.981923026247104,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC00191_N03,55,14986,55,12124,1,0.977958159077071,FALSE,TRUE,FALSE,TRUE,Mouse + Mouse,Mouse + Mouse
alignments.possorted.tagged_BC00192_N01,3739,47,3544,46,0.993489128442715,0.99441418681938,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC00193_N01,4308,41,4043,41,0.992413356715606,1,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC00194_N02,38,8357,36,7430,0.985136511165321,0.986980894386675,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC00195_N02,6834,74,6153,69,0.988111623624346,0.983745926910499,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC00196_N04,38,11712,37,9772,0.992668696792005,0.980669762339887,FALSE,TRUE,FALSE,TRUE,Mouse + Mouse,Mouse + Mouse
alignments.possorted.tagged_BC00197_N01,24,6931,24,6280,1,0.988847036854326,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC00198_N01,26,7088,26,6392,1,0.988342639607814,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC00199_N01,38,7767,38,6733,1,0.984051246584797,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC00200_N01,30,7379,28,6447,0.979715122721506,0.984839742017151,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC00201_N02,22,7832,22,7017,1,0.987744539638869,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC00202_N01,4523,39,4203,39,0.991282221930729,1,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC00203_N01,3876,43,3677,41,0.993621045019884,0.987337007464578,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC00204_N01,19,6711,19,6047,1,0.988176173017566,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC00205_N02,33,12025,33,9956,1,0.97990233159356,FALSE,TRUE,FALSE,TRUE,Mouse + Mouse,Mouse + Mouse
alignments.possorted.tagged_BC00206_N03,27,11503,27,9673,1,0.981469236121017,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC00207_N02,5511,2225,5091,2113,0.990797863214553,0.993298982125456,FALSE,FALSE,TRUE,TRUE,Human + Mouse,Human + Mouse
alignments.possorted.tagged_BC00208_N02,36,12281,36,10180,1,0.980073050669703,FALSE,TRUE,FALSE,TRUE,Mouse + Mouse,Mouse + Mouse
alignments.possorted.tagged_BC00209_N02,38,12072,36,10096,0.985136511165321,0.980981361177402,FALSE,TRUE,FALSE,TRUE,Mouse + Mouse,Mouse + Mouse
alignments.possorted.tagged_BC00210_N01,3041,3326,2898,3132,0.993994274937093,0.992589134659201,FALSE,FALSE,TRUE,TRUE,Human + Mouse,Human + Mouse
alignments.possorted.tagged_BC00211_N01,18,6675,17,6066,0.980224545965827,0.989135993341714,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC00212_N01,5544,48,5100,48,0.99031657122681,1,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC00213_N02,35,8135,35,7228,1,0.986870915860751,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC00214_N03,30,8743,30,7495,1,0.983030288486074,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC00215_N04,3832,5529,3614,4925,0.992901386626091,0.986576249213547,FALSE,FALSE,TRUE,TRUE,Human + Mouse,Human + Mouse
alignments.possorted.tagged_BC00216_N01,15,6800,15,6148,1,0.988577964232934,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC00217_N01,30,7865,30,6797,1,0.98373040076266,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC00218_N01,32,7560,31,6684,0.990839262077375,0.98620986110175,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC00219_N02,39,14059,38,11145,0.992909772262,0.975680938690562,FALSE,TRUE,FALSE,TRUE,Mouse + Mouse,Mouse + Mouse
alignments.possorted.tagged_BC00220_N02,26,4855,26,4465,1,0.99013404665132,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC00221_N04,32,7915,30,7096,0.981378119121704,0.987831753340514,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC00222_N02,48,10499,48,8890,1,0.982033445198821,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC00223_N02,31,7777,31,6955,1,0.987530889851996,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC00224_N01,31,6914,31,6231,1,0.988235727173038,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC00225_N01,36,6976,36,6163,1,0.985999007810264,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC00226_N02,48,11787,42,9837,0.965506468858561,0.980709203517094,FALSE,TRUE,FALSE,TRUE,Mouse + Mouse,Mouse + Mouse
alignments.possorted.tagged_BC00227_N01,24,8560,24,7369,1,0.983454382140117,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC00228_N02,31,9248,31,7906,1,0.982831520409902,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC00229_N02,6408,54,5759,54,0.987817492735864,1,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC00230_N01,29,5867,29,5284,1,0.987938359722014,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC00231_N01,32,6804,31,6186,0.990839262077375,0.989210296803259,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC00232_N01,28,6550,27,5874,0.989086010759597,0.987603677522932,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC00233_N02,58,12036,57,9953,0.995716786895741,0.979774896353673,FALSE,TRUE,FALSE,TRUE,Mouse + Mouse,Mouse + Mouse
alignments.possorted.tagged_BC00234_N02,37,9283,29,7829,0.932531813640884,0.981353863798263,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC00235_N02,36,8871,35,7627,0.99213876710281,0.983379106227328,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC00236_N02,27,8913,26,7697,0.98854909101475,0.983872902678223,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC00237_N02,22,6170,22,5627,1,0.989444528011007,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC00238_N02,2670,6034,2534,5459,0.99337382863055,0.988495966117956,FALSE,FALSE,TRUE,TRUE,Human + Mouse,Human + Mouse
alignments.possorted.tagged_BC00239_N02,33,7936,33,6955,1,0.985305031173209,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC00240_N03,35,11371,35,9432,1,0.979980547788137,FALSE,TRUE,FALSE,TRUE,Mouse + Mouse,Mouse + Mouse
alignments.possorted.tagged_BC00241_N01,5264,58,4898,58,0.991589776084231,1,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC00242_N05,4635,6543,4326,5952,0.99182683664574,0.989225261691313,FALSE,FALSE,TRUE,TRUE,Human + Mouse,Human + Mouse
alignments.possorted.tagged_BC00243_N02,40,8053,35,7268,0.963801638333396,0.988596194867451,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC00245_N02,7398,60,6639,59,0.987849503953749,0.995895040570973,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC00246_N01,39,6493,39,5776,1,0.986670440375912,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC00247_N04,95,17201,90,13304,0.988127210603782,0.973658353156864,FALSE,TRUE,FALSE,TRUE,Mouse + Mouse,Mouse + Mouse
alignments.possorted.tagged_BC00248_N02,4179,71,3723,64,0.986142410374033,0.975649873629805,TRUE,FALSE,FALSE,TRUE,Human + Human,Human + Human
alignments.possorted.tagged_BC00249_N01,4035,53,3636,45,0.987459338149771,0.958786550877211,TRUE,FALSE,FALSE,TRUE,Human + Human,Human + Human
alignments.possorted.tagged_BC00250_N03,5658,11725,5160,9844,0.989337373992751,0.981337149120731,FALSE,FALSE,TRUE,TRUE,Human + Mouse,Human + Mouse
alignments.possorted.tagged_BC00251_N03,24,7914,24,6916,1,0.98498329553016,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC00252_N01,33,6642,33,6030,1,0.989016672809693,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC00253_N01,22,7117,21,6333,0.984950056061394,0.986842271442403,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC00254_N01,5397,49,4967,49,0.990338481918516,1,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC00255_N02,29,8179,29,7221,1,0.986172499727194,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC00256_N03,4625,6269,4299,5719,0.991338792856728,0.989498000773613,FALSE,FALSE,TRUE,TRUE,Human + Mouse,Human + Mouse
alignments.possorted.tagged_BC00257_N01,65,7006,65,6301,1,0.988022100868371,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC00258_N03,3391,7375,3207,6638,0.993136946115939,0.988177975716655,FALSE,FALSE,TRUE,TRUE,Human + Mouse,Human + Mouse
alignments.possorted.tagged_BC00259_N02,62,8424,43,7065,0.91133453984985,0.980536024794359,FALSE,TRUE,FALSE,TRUE,Mouse + Mouse,Mouse + Mouse
alignments.possorted.tagged_BC00260_N03,34,11656,34,9674,1,0.980095298252744,FALSE,TRUE,FALSE,TRUE,Mouse + Mouse,Mouse + Mouse
alignments.possorted.tagged_BC00261_N03,7999,55,7192,53,0.988166642159761,0.990756627919822,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC00262_N02,1436,100,1364,100,0.992923985819812,1,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC00263_N01,23,6004,22,5497,0.985823044308292,0.989859587640982,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC00264_N03,27,9487,27,8038,1,0.981901290975468,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC00265_N01,29,7104,29,6259,1,0.985720379319017,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC00266_N02,5045,66,4680,64,0.991191860565013,0.99265532351435,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC00267_N01,2001,3856,1949,3651,0.996536081907364,0.993384192485077,FALSE,FALSE,TRUE,TRUE,Human + Mouse,Human + Mouse
alignments.possorted.tagged_BC00268_N01,19,6302,19,5675,1,0.988021373410956,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC00269_N02,23,9314,22,8076,0.985823044308292,0.984394608882199,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC00270_N02,5563,5091,5137,4521,0.99076191212454,0.986088122661746,FALSE,FALSE,TRUE,TRUE,Human + Mouse,Human + Mouse
alignments.possorted.tagged_BC00271_N01,25,6735,25,6086,1,0.988505284372993,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC00272_N03,7157,68,6471,65,0.988647815581342,0.989306706271653,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC00273_N05,24,10052,23,8543,0.986608277678501,0.982349421004299,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC00274_N02,31,9655,31,8219,1,0.982449775346884,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC00275_N03,23,7182,23,6444,1,0.987788674176901,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC00276_N02,14,10894,14,9109,1,0.980749798876943,FALSE,TRUE,FALSE,TRUE,Mouse + Mouse,Mouse + Mouse
alignments.possorted.tagged_BC00277_N03,44,10036,44,8482,1,0.981741527653558,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC00278_N01,39,6765,39,6109,1,0.988434835864261,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC00279_N03,1504,84,1450,84,0.995002015946177,1,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC00280_N03,8102,55,7248,55,0.987623663144489,1,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC00281_N02,32,8114,32,7094,1,0.985075387081587,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC00282_N02,5009,53,4670,53,0.991774000233334,1,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC00283_N02,26,10308,26,8626,1,0.980722254213898,FALSE,TRUE,FALSE,TRUE,Mouse + Mouse,Mouse + Mouse
alignments.possorted.tagged_BC00284_N01,5236,46,4787,46,0.989530461363804,1,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC00285_N04,48,12166,48,10001,1,0.979167367066277,FALSE,TRUE,FALSE,TRUE,Mouse + Mouse,Mouse + Mouse
alignments.possorted.tagged_BC00286_N01,29,6365,29,5752,1,0.988437996471508,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC00287_N02,19,8553,19,7478,1,0.985164991435057,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC00288_N01,22,6432,22,5858,1,0.989340078865254,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC00289_N02,32,8437,32,7443,1,0.98613412566224,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC00290_N02,32,8293,29,7118,0.971596199025514,0.983067475389767,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC00291_N03,3868,8767,3647,7657,0.992877826204076,0.985088871133435,FALSE,FALSE,TRUE,TRUE,Human + Mouse,Human + Mouse
alignments.possorted.tagged_BC00292_N03,5888,31,5383,31,0.989670091744545,1,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC00293_N02,19,8301,19,7175,1,0.98384628686234,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC00294_N02,7234,47,6514,46,0.988202569365887,0.99441418681938,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC00295_N02,8140,63,7211,61,0.986542070043219,0.992213417050447,TRUE,FALSE,FALSE,TRUE,Human + Human,Human + Human
alignments.possorted.tagged_BC00296_N02,51,9779,49,8323,0.989825252096447,0.982453788200161,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC00297_N02,31,11023,29,9433,0.980579026499701,0.983264484031879,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC00298_N03,10828,94,9188,89,0.982320880503343,0.98796943294299,TRUE,FALSE,FALSE,TRUE,Human + Human,Human + Human
alignments.possorted.tagged_BC00299_N01,20,5970,20,5423,1,0.988947295973426,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC00300_N02,29,7938,29,7058,1,0.98691455871738,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC00301_N03,43,12232,40,10280,0.980771918708109,0.981527974450197,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC00302_N01,28,6469,28,5893,1,0.989372227560756,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC00303_N01,26,6000,25,5456,0.987962077643931,0.989074844811724,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC00304_N02,37,10906,36,9260,0.99241218580678,0.982402081899583,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC00305_N01,23,6773,22,5988,0.985823044308292,0.986034366652791,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC00306_N02,5086,44,4690,43,0.990501905434093,0.993924850377835,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC00307_N02,7381,51,6635,48,0.988036995882896,0.984581050260251,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC00308_N04,1324,7394,1301,6602,0.997562151948305,0.987282124727187,FALSE,FALSE,TRUE,TRUE,Human + Mouse,Human + Mouse
alignments.possorted.tagged_BC00309_N03,49,10876,47,9015,0.989292235198835,0.979808227477881,FALSE,TRUE,FALSE,TRUE,Mouse + Mouse,Mouse + Mouse
alignments.possorted.tagged_BC00310_N02,23,6981,21,6222,0.970986462758067,0.986995654969435,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC00311_N01,21,7072,21,6283,1,0.986654207454843,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC00312_N02,21,9501,21,8136,1,0.983066293495068,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC00313_N02,35,11391,33,9511,0.983450143556892,0.980689146857449,FALSE,TRUE,FALSE,TRUE,Mouse + Mouse,Mouse + Mouse
alignments.possorted.tagged_BC00314_N03,7481,7703,6709,6702,0.987789789496242,0.984445391171165,FALSE,FALSE,TRUE,TRUE,Human + Mouse,Human + Mouse
alignments.possorted.tagged_BC00315_N02,53,9361,50,8032,0.985323772308761,0.983255313637284,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC00316_N02,2776,6978,2631,6316,0.993233872911594,0.988737806009643,FALSE,FALSE,TRUE,TRUE,Human + Mouse,Human + Mouse
alignments.possorted.tagged_BC00317_N02,44,8485,43,7388,0.993924850377835,0.984695778034721,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC00318_N02,6432,58,5800,58,0.988205367433549,1,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC00319_N03,56,13422,56,11303,1,0.981921799672703,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC00320_N04,32,9458,32,8174,1,0.984062405728185,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC00321_N02,25,7641,25,6827,1,0.987401904557905,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC00322_N02,28,9332,28,7984,1,0.982933341784691,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC00323_N03,33,9392,33,8090,1,0.983686506723413,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC00324_N01,23,6186,23,5669,1,0.990002806470605,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC00325_N01,33,5767,31,5313,0.98211919869119,0.990531611438275,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC00326_N02,41,10206,41,8688,1,0.982554684090008,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC00327_N01,20,5819,19,5301,0.982877877692756,0.989245103885892,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC00328_N03,35,8743,35,7481,1,0.98282428838906,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC00329_N01,30,5955,29,5444,0.990032465666808,0.989678180217375,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC00330_N02,8489,81,7424,80,0.985181802930832,0.997173133750939,TRUE,FALSE,FALSE,TRUE,Human + Human,Human + Human
alignments.possorted.tagged_BC00331_N02,37,8973,37,7836,1,0.985114047988072,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC00332_N06,2994,10996,2840,9163,0.993402820823757,0.980402760573261,FALSE,TRUE,TRUE,TRUE,Human + Mouse,Human + Mouse
alignments.possorted.tagged_BC00333_N02,34,6674,33,6043,0.991534341726749,0.988721429848229,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC00334_N02,27,7077,27,6369,1,0.988109158464738,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC00335_N01,20,6839,20,6150,1,0.987974556218773,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC00336_N02,40,9533,40,8223,1,0.983866398944265,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC00337_N04,8684,64,7533,63,0.984321848150245,0.996213320583319,TRUE,FALSE,FALSE,TRUE,Human + Human,Human + Human
alignments.possorted.tagged_BC00338_N02,48,11061,48,9262,1,0.980936316689542,FALSE,TRUE,FALSE,TRUE,Mouse + Mouse,Mouse + Mouse
alignments.possorted.tagged_BC00339_N02,35,9609,35,8106,1,0.981451779332678,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC00340_N02,7394,75,6622,73,0.98762166914567,0.993739722802437,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC00341_N02,34,9979,34,8576,1,0.983545681825652,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC00342_N02,8009,83,7115,80,0.986831725822895,0.991668861497796,TRUE,FALSE,FALSE,TRUE,Human + Human,Human + Human
alignments.possorted.tagged_BC00343_N02,27,11169,27,9346,1,0.980882351521584,FALSE,TRUE,FALSE,TRUE,Mouse + Mouse,Mouse + Mouse
alignments.possorted.tagged_BC00344_N01,5233,50,4827,50,0.99056848968302,1,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC00345_N02,41,11125,40,9273,0.993350711351002,0.980456278702541,FALSE,TRUE,FALSE,TRUE,Mouse + Mouse,Mouse + Mouse
alignments.possorted.tagged_BC00346_N01,18,6151,18,5600,1,0.98924299714117,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC00347_N01,21,6917,21,6131,1,0.986357400701845,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC00348_N02,31,7885,31,6812,1,0.983697641475463,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC00349_N01,5752,47,5210,47,0.988568291325429,1,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC00350_N02,37,10743,37,9056,1,0.981595918932914,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC00351_N02,38,10169,38,8803,1,0.984366559641911,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC00352_N01,5076,45,4678,45,0.990430120331486,1,FALSE,FALSE,FALSE,FALSE,Singlet,Human
alignments.possorted.tagged_BC00353_N05,9891,59,8497,59,0.983486704108807,1,TRUE,FALSE,FALSE,TRUE,Human + Human,Human + Human
alignments.possorted.tagged_BC00354_N01,17,6730,17,5976,1,0.986519260099334,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC00355_N02,22,7102,22,6271,1,0.98596766410556,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC00356_N04,38,9660,38,8412,1,0.984923912861891,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC00357_N01,35,6657,35,6018,1,0.988536965618704,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
alignments.possorted.tagged_BC00358_N02,32,12323,30,10433,0.981378119121704,0.98232406425386,FALSE,FALSE,FALSE,FALSE,Singlet,Mouse
